iternum,G,E,Dx,Dz,Rx,Rz
64,0.0245947133263816,0.07513501689485881,0.08190739357277103,0.7107633404109789,0.17721349584019702,0.030599638576740803
65,0.018531890889710707,0.07475955363201059,0.19061960838735104,0.7088720098785732,0.17245592954366104,0.029138566197260567
66,0.020509745976280257,0.07457030402577441,0.1360927068668863,0.7129513310349506,0.17195467845253323,0.027926079200013824
67,0.02242605432706035,0.07448797122291896,0.07522072910290697,0.712055838626364,0.17630942360214566,0.028435300063827763
68,0.022096940154290718,0.07441853310750879,0.09085338408856289,0.711373886336451,0.17778290289899576,0.029679703242752865
69,0.022569750830450135,0.07414391831211421,0.1897182423297478,0.7151317700095798,0.17679510103619617,0.030638536276376766
70,0.022582598698689886,0.07412811303916185,0.1252104093766083,0.7141836285591125,0.1733098937117535,0.027837747950916706
71,0.022862581981588966,0.0746297515604807,0.120155637152493,0.7108479504999907,0.17668357167554938,0.028157275332056957
72,0.02252030913191645,0.07399221542088882,0.1740713703405598,0.7133660627448041,0.17597801853781161,0.029453458183485527
73,0.02162428252884875,0.07394643419462701,0.12131096762807472,0.7135090853856958,0.17622999846935272,0.029504335120968197
74,0.033295277951528195,0.07439339258100676,0.07514034389801648,0.7111863260683806,0.18144973723784738,0.034764810748722244
75,0.02351119186040824,0.07476247231597485,0.14905879460275173,0.7084285590959631,0.17693486615367557,0.0298918504267931
76,0.02158100479889823,0.07435318374115488,0.10213675171784732,0.7114295829897341,0.1773088567930719,0.02944962664142899
77,0.020050703193587455,0.07421126475800639,0.12107720226049423,0.7109785313191621,0.17684379608734793,0.029034586137403614
78,0.022421907026158726,0.07441826197116272,0.11661116527798383,0.7103902697563171,0.17984485043131787,0.02873444063184054
79,0.02186928462723027,0.07386951342872951,0.13455904291375823,0.7134644389152527,0.17911455488723257,0.02931634944094264
80,0.02289472868585068,0.07423905348000319,0.14165259411801462,0.7124399879704351,0.17906640599603238,0.02876503133903379
81,0.0220514257317004,0.07467608315789181,0.11350724546481734,0.7092286892559218,0.17914955123611118,0.02916901024139446
82,0.02119095581482448,0.07508590882239134,0.295241370473219,0.7072532773017883,0.1732910359683244,0.02622945185588754
83,0.021581397675301716,0.07424627017715703,0.06848088838160038,0.7111240988192351,0.17616340258847113,0.026676294353345165
84,0.021042819337352463,0.07493027688368507,0.17008293071842712,0.708982941897019,0.17655112367609274,0.029036349171529644
85,0.017008062391339437,0.07415834263614986,0.26478255151406577,0.7124932408332825,0.1708519387504329,0.027333272621035576
86,0.018127148100377424,0.07414970223022543,0.1017514217806899,0.7112173438072205,0.17101859398510144,0.027368177700301876
87,0.018290342884543148,0.07463051735059074,0.21892279273141985,0.7102417427560558,0.173532340189685,0.026238502610636795
88,0.019454710084297087,0.07453823964232983,0.269085631908282,0.7093786700912144,0.17535990023094675,0.027573900621222412
89,0.019731127646873178,0.0747670242967813,0.3017153937531554,0.7083156964053279,0.17222394826619522,0.02710787595614143
90,0.01787557016612719,0.07464789858330852,0.13008161537025287,0.7092189218686975,0.17099077999591827,0.026874981334675915
91,0.01954174001255761,0.07478446157082268,0.1856750507393609,0.7083076238632202,0.17303935341213061,0.02663167525568734
92,0.018903349364257378,0.07466782273157783,0.24686836402701295,0.7086350684580596,0.1729509104853091,0.027525003108641376
93,0.019081091629746166,0.07497642545596413,0.20892067723300145,0.7066791731378307,0.17191597171451733,0.02671313832473496
94,0.01764237615482315,0.07454910582822302,0.28569097039492236,0.7071869399236597,0.171588733792305,0.028082859499946884
95,0.018137151294428368,0.07519070868906767,0.21400616852485616,0.7052539872086566,0.17164764909640604,0.02740657839762128
96,0.01838440403504216,0.07475940753584323,0.15388160863000414,0.7067614845607592,0.17618831149909808,0.027781370055416355
97,0.017698200196837603,0.07457060237293658,0.2603069935803828,0.709138590356578,0.17427443486192953,0.028009588222788727
98,0.018529692097850468,0.07457933056613673,0.18652045742973036,0.7091985215311465,0.17497886199018228,0.027791730978566666
99,0.018325380080015115,0.07417636429486067,0.23967099740453388,0.7103314555209616,0.17462602257728577,0.028648245512791302
100,0.016603848512243967,0.0745800691454307,0.25671298089234723,0.7098301726838817,0.1737985319417456,0.02675646940327209
101,0.01714100429545278,0.07420945426692134,0.151563950854799,0.7097565272580022,0.17322943456794904,0.027520899944331333
102,0.017727623450691284,0.07516626657351204,0.19703272568142932,0.7060714338136755,0.1739763611036798,0.026810010733163876
103,0.01749277826520088,0.07529347260361133,0.27917717300031497,0.7055829685667286,0.17105903314507526,0.025329136735071308
104,0.016918621349917805,0.07459479278844336,0.3167259482585866,0.7085975667704707,0.17263865082160287,0.027173722081858177
105,0.016642388675118917,0.07508494996506235,0.21430727029624191,0.7067005478817484,0.17091146241063657,0.024789863063589386
106,0.01747453115556551,0.07506179777176483,0.21730007522779962,0.7067955991496211,0.16832476659961368,0.026263900182169418
107,0.018104613181608525,0.07466612659070802,0.1501435891765615,0.7076294940450917,0.17172009983788367,0.02728642442304155
108,0.017320660428832405,0.07463692128658295,0.2724753009236377,0.7091352188068888,0.17331602327201678,0.023944013954504677
109,0.019721301819157343,0.0748321132167526,0.20462563115617502,0.7068074708399565,0.1734714099894399,0.02680449592678443
110,0.017077774917909308,0.07451396046773247,0.26283023231055425,0.7081615873005079,0.1733330047648886,0.026401153158234512
111,0.016336736947541005,0.07436597023321234,0.23741474747657776,0.7093027234077454,0.17326536061971085,0.02603565512791924
112,0.01701213160286779,0.07480509482000185,0.15389994855808176,0.7072961045348126,0.1727196049431096,0.025547550424285557
113,0.016355553054777178,0.07408190324254658,0.22759610835624777,0.7095761506453805,0.17396084640337073,0.027025439897957054
114,0.015877222986486944,0.07411232266737067,0.31053611927706265,0.7108489611874456,0.17369361157002655,0.026664413025845653
115,0.017498193247972624,0.07402251855186794,0.19834756025153658,0.7103880332863849,0.16609871257906375,0.026428413617870083
116,0.017071893317220005,0.07452519335176634,0.18416492187458536,0.7084765330604885,0.16965704378874405,0.02516354984887268
117,0.017518579499269632,0.07437240915453952,0.19602991316629492,0.7096419982288195,0.1709808448086614,0.025496594040938046
118,0.017332841783923948,0.07428538637316745,0.3241519869669624,0.710264662037725,0.17198958604232126,0.025666485014169113
119,0.016970395474978115,0.0751974585911502,0.2395699798412945,0.7042084984157396,0.1683872102395348,0.02368854504564534
120,0.015551670783442323,0.07462082479311072,0.286816763813081,0.708603138509004,0.1717772302420243,0.025040855307293976
121,0.015700660818053977,0.07433245849350224,0.2932789636694867,0.7078114748001099,0.1709324633297713,0.025192540624867314
122,0.015877628982391045,0.07369708982498749,0.24256319034358728,0.7111462510150411,0.17217651527860892,0.025028499329219692
123,0.015977206336253363,0.07429523701253145,0.19144575945709064,0.7100051641464233,0.1681206543808398,0.02363700751701127
124,0.015278540349201016,0.07417303096988927,0.2915200425878815,0.7107969133750253,0.171721118947734,0.025318142512570255
125,0.016285959762804534,0.07410908749570018,0.2404302468766337,0.710383529248445,0.17162849721701248,0.0251274311348148
126,0.015621013848273002,0.07358792197445164,0.24534227666647537,0.7105772391609524,0.17333003619442816,0.02566448331851026
127,0.016654942134071305,0.07427698697732843,0.21128349232932794,0.708350640276204,0.1717832354099854,0.0263095503753942
128,0.01581419801906399,0.0746295963940413,0.23982133165649747,0.7074842608493307,0.17366862361845764,0.025747350538554398
129,0.016184924413328586,0.07397885296655737,0.3027648038190344,0.7098164299260015,0.1722281497457753,0.02548960288581641
130,0.014956454341502293,0.07448088928409245,0.22360674745362738,0.7079896693644316,0.17427882681722226,0.025199492502471676
131,0.01661464337097562,0.07515982117341913,0.23067976145640665,0.7046696051307346,0.1772608659837557,0.026534947607180347
132,0.016403294664443187,0.07516063361064247,0.20346417828746463,0.7028713951940122,0.1768936715696169,0.027436040179884953
133,0.016133080945228754,0.07518957944019981,0.24621893433125122,0.7024648215459741,0.17318050628123077,0.025837151576643406
134,0.014797462707223452,0.0747645853654198,0.30766765773296356,0.7045499682426453,0.17277487075847128,0.026561465438293373
135,0.01582420116249958,0.0747568539303282,0.2868601874164913,0.7052571203397668,0.17174095692841904,0.023834813224232716
136,0.014958273123382874,0.07441956873821176,0.2609970096660697,0.707047076328941,0.17149737606877866,0.026361690105303474
137,0.015400740381269514,0.07485285822464072,0.26199896730806516,0.7060322683790455,0.17232217866441477,0.02609032578766346
138,0.016384808174536927,0.07508665841558705,0.3047496980946997,0.7041224241256714,0.17116699853669043,0.025538473268565925
139,0.01425906288963945,0.07446005681286687,0.3212805856829104,0.7075000794037528,0.17143060914848163,0.0249433361965677
140,0.01551507610787192,0.07463269842707593,0.2970231603021207,0.7080534929814546,0.17186622710331625,0.023737366513713547
141,0.015553336023636486,0.07482026549785034,0.39115311140599457,0.7069432787273241,0.1717335290235022,0.022740156187311462
142,0.014070693443974724,0.0749277044897494,0.27058563705371774,0.705916614636131,0.16940498870352041,0.023884062614777813
143,0.014466880398053352,0.07507724444503369,0.32376379001399747,0.7041436304216799,0.17185571012289627,0.025974739099974217
144,0.015206714616278592,0.07508491530366566,0.22822888227908508,0.7049642982690231,0.17004038652648096,0.025462725321235863
145,0.014600222079974154,0.07490708743748457,0.28356403954651044,0.7042966977409695,0.16630534374195596,0.02715176465394704
146,0.013788141451937996,0.07431560139293256,0.23815759951653687,0.7083813496257948,0.17232944654381793,0.025088807729923206
147,0.01496611122527848,0.0741774698962336,0.30897686922031903,0.708179948122605,0.1720116287469864,0.025987138080856075
148,0.014010883837371417,0.0749426020876221,0.3806824314853419,0.705854910871257,0.16877856656261112,0.025066142658824505
149,0.015511982365632835,0.0740824633318445,0.17024080552484677,0.7114090634428937,0.16731735804806586,0.02527603450352731
150,0.014294202811509856,0.07423235994318257,0.26387006595082907,0.7096841179806254,0.17061469153217648,0.02602733890323535
151,0.013763158794735436,0.07408955045368361,0.3322703339483427,0.7106737572213878,0.17061256066612576,0.025350556830349175
152,0.013785985414870083,0.07468749032072398,0.4102768285766892,0.7088957273441813,0.16939150056113367,0.02505447488764058
153,0.013440116966629157,0.07440825001053188,0.31512034166118374,0.7094885836476865,0.16732451125331546,0.023717264928247616
154,0.014541966881117096,0.07384973829207213,0.2193547393316808,0.7116459012031555,0.1709179612605468,0.024875810450833778
155,0.01404281558327215,0.07419505942126979,0.2946959465094235,0.7096908558969912,0.17114993865075318,0.025461511929398
156,0.015101619510223036,0.07431494088276573,0.2727474625343862,0.7076703413673069,0.17038671154042948,0.027118260688755825
157,0.014823024262390707,0.07412871621225191,0.24445208550795264,0.7080130603002466,0.1692847888106885,0.02360563482279363
158,0.014104442782295138,0.07401291151409564,0.3135721910258998,0.708721417447795,0.17153053698332413,0.026022012385985126
159,0.01667759970397405,0.07394090132868808,0.24580102251923602,0.7091701471287272,0.17057407096676205,0.025439433024629303
160,0.016370034422320517,0.0741511683749116,0.2337244940192803,0.7086031281429789,0.1703783066376396,0.025571402486251747
161,0.014048683512753443,0.07368446303450543,0.34161115081413934,0.7088822774265123,0.17395495914894601,0.0253804721262144
162,0.0167737189407015,0.07428421274475429,0.3132367613522903,0.7100514925044515,0.17828875909680905,0.027574279710002567
163,0.015744465360235747,0.07479070159404175,0.2126740495795789,0.7082641617111538,0.17687370984450632,0.0287169783335665
164,0.014673375332242122,0.07440136081498602,0.3183939936368362,0.7093931592029074,0.17841973123343094,0.027883471273209736
165,0.015615193249212334,0.07496837073046228,0.2334629734573157,0.7071967150854028,0.17383846640586853,0.02713818993905316
166,0.01478394242408483,0.07459227157675702,0.2085150988853496,0.7102281554885532,0.17722605946271316,0.027799210227701977
167,0.014023191719467792,0.07388892024755478,0.29859133842198743,0.7126029963078706,0.17241480298664258,0.0275356009926485
168,0.013870449984729614,0.07378935360390207,0.33528239053228626,0.7151458237482153,0.17537182893442071,0.02614542898600516
169,0.014053727621617525,0.07385480792626091,0.25952746265608334,0.7163581977719846,0.17132379114627838,0.027232360823646835
170,0.014512415388194115,0.07340393085842548,0.22065382839544959,0.7167112490405207,0.17611407132252402,0.02472085303262524
171,0.014728368432058589,0.07334152447140735,0.28305805118187616,0.7172047988228176,0.1726037859916687,0.02564057610605074
172,0.014148319204611218,0.07323173401148422,0.3069892765387245,0.7190821585447892,0.17145311184551404,0.02525616599165875
173,0.014031377595687367,0.07341009410827057,0.3276340650475543,0.717879523401675,0.17281681363997253,0.026498339260401932
174,0.014302028111516214,0.07362666531749394,0.3554713628862215,0.7189214670139811,0.17254117843897446,0.02482697367668152
175,0.013670832343885431,0.07318907166304796,0.21908072673756143,0.721924276455589,0.17111164979312732,0.025336428585907688
176,0.013650136422770827,0.0731054580082064,0.47019752600918646,0.7204856406087461,0.17117312097031137,0.024638546873693882
177,0.013734888771305914,0.0725418173748514,0.2105786865172179,0.7256616768629655,0.1698593698118044,0.023456755944568176
178,0.013736584264299145,0.07303439987742383,0.2483936162746471,0.7244806471078292,0.1728505369113839,0.02568873155700124
179,0.013111797034861926,0.07294688762530037,0.34532555775797885,0.723897845848747,0.16828678159610086,0.026281679858979973
180,0.01288488660129192,0.07315955051909322,0.3376771723446639,0.723239313001218,0.1692687979210978,0.025492733020497406
181,0.013962872042928053,0.07320767932611963,0.28149361098590103,0.7199831449467203,0.17097675541172858,0.024813459214308987
182,0.013088197629574848,0.0732607527271561,0.2556749400885209,0.7210961476616238,0.17248381933440332,0.025971691326602646
183,0.014137317780810206,0.07300952044518097,0.2960129901766777,0.720879922742429,0.1682326087485189,0.02479702776864819
184,0.013236102167233501,0.0731877260234045,0.3297208622097969,0.7181005685225778,0.16870731439279474,0.027169024409807247
185,0.013550148983283536,0.07314876531777174,0.33153491629206616,0.7198901046877322,0.16994421054487643,0.024552016964425213
186,0.013942029721953946,0.07333257697198702,0.24384591696055039,0.7185595527939175,0.17116385633530823,0.02582749270874521
187,0.012701401203546835,0.07330752002156299,0.34566550928613415,0.7191629824431046,0.16875036449536032,0.0252173177735961
188,0.013317349326351414,0.07331338038910991,0.2952247148622637,0.7192724113878997,0.17051965646121814,0.025245243278534515
189,0.01698945746149706,0.07442940415247627,0.2345727124939794,0.713138865387958,0.17381095432716867,0.028924877552882484
190,0.014438026615054063,0.07439210298268692,0.269365222233793,0.7123487177102462,0.1726958524921666,0.026821490053249443
191,0.014482641714098661,0.07375745248535405,0.23959482947121497,0.7149557134379512,0.1704602027716844,0.025166267529129982
192,0.01293979230357091,0.07393715303877126,0.37523301075334137,0.7148751564647841,0.16977059128491775,0.02442250797606033
193,0.013779892525433199,0.07380103287489517,0.3088242887802746,0.7185647980026577,0.1676472632781319,0.024116148038402847
194,0.014265327233537708,0.07342103544784628,0.3001074318004691,0.7192844126535498,0.16866875601851422,0.02503653972045235
195,0.0133552729435589,0.07312882562046466,0.24490574131841245,0.7210141187128813,0.1704744262539822,0.025485202265174492
196,0.013995449797695746,0.07282940136349719,0.27033231148253317,0.72293054798375,0.17264773469904196,0.024581064186666324
197,0.01450777179359094,0.07356675293134607,0.43965143937131634,0.7201031835182853,0.16930739452009616,0.025143631612477096
198,0.01360213360749185,0.07318887762401415,0.2405836012052453,0.7208713344905687,0.16917788528877756,0.024708046375409416
199,0.013866608608109147,0.07334298640489578,0.2815152698236963,0.7213275510331859,0.16961328102194745,0.0252018789558307
200,0.013198994768216558,0.07349961704534033,0.24610830292753552,0.7183934009593466,0.17065938724123914,0.02734481357038021
201,0.013522187632549068,0.07338329436986343,0.3222690503234449,0.719923874606257,0.17070422353951828,0.02397599783928498
202,0.013400639680659642,0.07298142786907114,0.3258353264435478,0.7193840923516647,0.17074937600156534,0.024239423320345257
203,0.012970616210899923,0.07345464987599332,0.2759714994741523,0.7208750377530637,0.17043955948041833,0.025174073955934982
204,0.01329523413543306,0.07315843163625053,0.29217542513557104,0.7213458392931067,0.16932783308236496,0.024874701610077984
205,0.012925374392501039,0.07286384701728821,0.27903828607953113,0.7201185200525366,0.16883062150167383,0.026105020843122318
206,0.013136244115784117,0.07319171759097473,0.22872979777014774,0.719572435254636,0.1705611659132916,0.02436975786543411
207,0.013733514832616176,0.07319106874258621,0.3245183822253476,0.7196301351422849,0.17086364328861237,0.02587583669177864
208,0.014040294801816344,0.07351874981237494,0.41621283085449884,0.7205163758733998,0.1678364335194878,0.024254064278110214
209,0.013098554382019716,0.07341718932856685,0.2449857903563458,0.7211803897567417,0.16948624473551047,0.026175381777727085
210,0.012638296597920682,0.07296020019313564,0.24082570134297662,0.7228911389475283,0.17155468075171762,0.02597400230234084
211,0.012938948864441203,0.0725761253548705,0.2762613834246345,0.7246982403423475,0.1719210711510285,0.024690564964776455
212,0.013484775453158047,0.07317599038714948,0.27731220650932065,0.7203600536222043,0.17079373157542685,0.025744644277121708
213,0.01379860913299996,0.07329092984614165,0.3862917643526326,0.7215370380360148,0.1669752176689065,0.024601640746645306
214,0.013497413287911078,0.07309190021908801,0.3416035764891168,0.72238914862923,0.16867791958477185,0.023506289267021675
215,0.013974385933302667,0.07250009963045949,0.2885098648460015,0.723180669805278,0.1686397732599922,0.025703818820740864
216,0.01357118708445974,0.07261939832697743,0.20718455185060916,0.7233243040416552,0.17039315856021384,0.024340570256437943
217,0.01309605215488852,0.07259045703255612,0.33855760194685147,0.72360367619473,0.1675865624261939,0.025263332518870415
218,0.013039309288496557,0.07262208280356033,0.26446421573991363,0.722717505434285,0.16934413754421732,0.02463836927452813
219,0.013349106677038513,0.07257558146248692,0.312777411678563,0.7226370909939641,0.16790106957373413,0.02408349096937024
220,0.015050353259658035,0.07298455776079842,0.29198553607515665,0.7214873692263728,0.16845636328925256,0.025327137954857037
221,0.01304779147081401,0.07285892283139021,0.3550548501636671,0.7195500446402509,0.1666964020418084,0.02432289533317089
222,0.013265653148941372,0.07313023410413576,0.2506349164506663,0.718245910561603,0.16724358952563742,0.022994136599742847
223,0.012108820915708075,0.0724671751908634,0.348464869286703,0.7235184959743334,0.16705775455288266,0.022434744174065796
224,0.012543866815774338,0.07282003533581029,0.24390123007090195,0.7225257650665615,0.16918549459913504,0.022051673989904964
225,0.01293584289353179,0.07337484638328137,0.35628848976415134,0.718239426612854,0.16864483317603235,0.02425669157958549
226,0.012999235206971998,0.07327280161173447,0.30834401301715686,0.7184531714605249,0.1684783178827037,0.023896962080312813
227,0.012891736468705147,0.07357270788887273,0.22431874599145807,0.7178531600081403,0.16870448835518048,0.02443761872532575
228,0.012013653713359457,0.07292232694833176,0.4041239042644915,0.721857286017874,0.16719077462735382,0.023543122507955715
229,0.01258815249995045,0.07329821910547174,0.3231794905403386,0.719769563363946,0.16648575015690015,0.024536874307238537
230,0.013470936181914547,0.07316324665494588,0.23554960735466168,0.7202847392662711,0.16831828783387723,0.02506149276767088
231,0.012205555913564951,0.07361264267693395,0.2713918925627418,0.7196585976559183,0.1703775440869124,0.02591394029719674
232,0.013452293290554182,0.07317667000967523,0.3542768404535625,0.7198146218838899,0.16729493827923483,0.024497179800401562
233,0.013185504454431002,0.0725172657681548,0.37327696350605594,0.7229045137115147,0.16679611283799875,0.02359635220921558
234,0.012602024205514917,0.07294826047575992,0.25004352046095807,0.7203197842058928,0.1664094380710436,0.02240799063735682
235,0.011878717984275325,0.07286805044049802,0.3357425915158313,0.7217812745467477,0.16654122718002484,0.022349485155680904
236,0.012536238909334592,0.07265221068392629,0.31203971479250037,0.7232600087704866,0.16797341276770053,0.024223836705736492
237,0.012469968060031533,0.07294116849484651,0.30283193031082983,0.7221523445585499,0.16788523287876791,0.023162373220143112
238,0.0129631199043892,0.07324337279019148,0.306769908770271,0.7210619916086611,0.16817860305309296,0.02437506927906171
239,0.012154896343734277,0.07311862804319548,0.29773255988307623,0.7201837327169336,0.16650248480879742,0.021365793502849083
240,0.012694079636434175,0.07335322155900624,0.31618320520805276,0.7201234465060027,0.1699347172094428,0.022688210172497707
241,0.01357040846588738,0.07297210784062096,0.3910155701248542,0.7251990748488385,0.16630244060702945,0.021827011652614758
242,0.012579067002819933,0.07303535225598709,0.2977261044408964,0.7229496422021285,0.16767254342203555,0.021206541715756706
243,0.013564522580608078,0.07280979823807011,0.31417380986006366,0.722926668498827,0.16764468408149222,0.02310625342247279
244,0.012946504643996772,0.07325231348690779,0.30162741794534353,0.7221619616384092,0.16984137957510742,0.025026182846530624
245,0.012801823843999402,0.07334201135065245,0.3020595959995104,0.721723955610524,0.16823567255683566,0.023731835510419762
246,0.013180139839001324,0.07289715694344562,0.29039776973102405,0.7231442461843076,0.16714204588662024,0.023834243133340195
247,0.013074273324531057,0.07327211421468983,0.31687758279883343,0.7215828221777211,0.16971896005713422,0.020706204576012882
248,0.012461978582786802,0.07353176370910976,0.35772354965624603,0.7201277380404265,0.16893679810606915,0.02137606384475594
